"ensembl_gene_id" "external_gene_name" "entrezgene" "description" "percentage_gc_content" "chromosome_name"
"1" "ENSG00000000938" "FGR" 2268 "FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]" 52.97 "1"
"1230" "ENSG00000107738" "C10orf54" 64115 "chromosome 10 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30085]" 53.85 "10"
"1231" "ENSG00000107742" "SPOCK2" 9806 "sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2 [Source:HGNC Symbol;Acc:HGNC:13564]" 55.97 "10"
"1232" "ENSG00000107745" "MICU1" 10367 "mitochondrial calcium uptake 1 [Source:HGNC Symbol;Acc:HGNC:1530]" 40.17 "10"
"1233" "ENSG00000107758" "PPP3CB" 5532 "protein phosphatase 3, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:HGNC:9315]" 38.91 "10"
"1234" "ENSG00000107771" "CCSER2" 54462 "coiled-coil serine-rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]" 37.56 "10"
"1235" "ENSG00000107796" "ACTA2" 59 "actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:HGNC:130]" 40.33 "10"
"1236" "ENSG00000107798" "LIPA" 3988 "lipase A, lysosomal acid, cholesterol esterase [Source:HGNC Symbol;Acc:HGNC:6617]" 41.43 "10"
"1237" "ENSG00000107816" "LZTS2" 84445 "leucine zipper, putative tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]" 60.49 "10"
"1238" "ENSG00000107819" "SFXN3" 81855 "sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]" 54.03 "10"
"1239" "ENSG00000107829" "FBXW4" 6468 "F-box and WD repeat domain containing 4 [Source:HGNC Symbol;Acc:HGNC:10847]" 45.8 "10"
"1240" "ENSG00000107854" "TNKS2" 80351 "tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:HGNC Symbol;Acc:HGNC:15677]" 37.63 "10"
"1241" "ENSG00000107862" "GBF1" 8729 "golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]" 43.61 "10"
"1242" "ENSG00000107863" "ARHGAP21" 57584 "Rho GTPase activating protein 21 [Source:HGNC Symbol;Acc:HGNC:23725]" 38.96 "10"
"1243" "ENSG00000107874" "CUEDC2" 79004 "CUE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28352]" 52.94 "10"
"1244" "ENSG00000107929" "LARP4B" 23185 "La ribonucleoprotein domain family, member 4B [Source:HGNC Symbol;Acc:HGNC:28987]" 42.7 "10"
"1245" "ENSG00000107957" "SH3PXD2A" 9644 "SH3 and PX domains 2A [Source:HGNC Symbol;Acc:HGNC:23664]" 51.58 "10"
"1246" "ENSG00000107959" "PITRM1" 10531 "pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]" 46.17 "10"
"1247" "ENSG00000108021" "FAM208B" 54906 "family with sequence similarity 208, member B [Source:HGNC Symbol;Acc:HGNC:23484]" 38.83 "10"
"1248" "ENSG00000108039" "XPNPEP1" 7511 "X-prolyl aminopeptidase (aminopeptidase P) 1, soluble [Source:HGNC Symbol;Acc:HGNC:12822]" 44.62 "10"
"1249" "ENSG00000108055" "SMC3" 9126 "structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]" 36.86 "10"
"1250" "ENSG00000108061" "SHOC2" 8036 "soc-2 suppressor of clear homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:15454]" 35.08 "10"
"1251" "ENSG00000108091" "CCDC6" 8030 "coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]" 40.92 "10"
"1252" "ENSG00000108100" "CCNY" 219771 "cyclin Y [Source:HGNC Symbol;Acc:HGNC:23354]" 43.24 "10"
"1253" "ENSG00000108107" "RPL28" 6158 "ribosomal protein L28 [Source:HGNC Symbol;Acc:HGNC:10330]" 52.88 "19"
"1254" "ENSG00000108175" "ZMIZ1" 57178 "zinc finger, MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]" 55.32 "10"
"1255" "ENSG00000108179" "PPIF" 10105 "peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]" 55.59 "10"
"1256" "ENSG00000108219" "TSPAN14" 81619 "tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]" 49.31 "10"
"1257" "ENSG00000108256" "NUFIP2" 57532 "nuclear fragile X mental retardation protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]" 41.64 "17"
"1258" "ENSG00000108262" "GIT1" 28964 "G protein-coupled receptor kinase interacting ArfGAP 1 [Source:HGNC Symbol;Acc:HGNC:4272]" 60.72 "17"
"1259" "ENSG00000108298" "RPL19" 6143 "ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312]" 49.65 "17"
"1260" "ENSG00000108309" "RUNDC3A" 10900 "RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]" 59.03 "17"
"1261" "ENSG00000108312" "UBTF" 7343 "upstream binding transcription factor, RNA polymerase I [Source:HGNC Symbol;Acc:HGNC:12511]" 59.52 "17"
"1262" "ENSG00000108344" "PSMD3" 5709 "proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 [Source:HGNC Symbol;Acc:HGNC:9560]" 49.75 "17"
"1263" "ENSG00000108349" "CASC3" 22794 "cancer susceptibility candidate 3 [Source:HGNC Symbol;Acc:HGNC:17040]" 45.51 "17"
"1264" "ENSG00000108352" "RAPGEFL1" 51195 "Rap guanine nucleotide exchange factor (GEF)-like 1 [Source:HGNC Symbol;Acc:HGNC:17428]" 54.16 "17"
"1265" "ENSG00000108387" "SEPT4" 5414 "septin 4 [Source:HGNC Symbol;Acc:HGNC:9165]" 52.36 "17"
"1266" "ENSG00000108389" "MTMR4" 9110 "myotubularin related protein 4 [Source:HGNC Symbol;Acc:HGNC:7452]" 47.85 "17"
"1267" "ENSG00000108424" "KPNB1" 3837 "karyopherin (importin) beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]" 43.15 "17"
"1268" "ENSG00000108465" "CDK5RAP3" 80279 "CDK5 regulatory subunit associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18673]" 51.51 "17"
"1269" "ENSG00000108468" "CBX1" 10951 "chromobox homolog 1 [Source:HGNC Symbol;Acc:HGNC:1551]" 45.96 "17"
"1270" "ENSG00000108509" "CAMTA2" 23125 "calmodulin binding transcription activator 2 [Source:HGNC Symbol;Acc:HGNC:18807]" 53.99 "17"
"1271" "ENSG00000108510" "MED13" 9969 "mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]" 38.73 "17"
"1272" "ENSG00000108515" "ENO3" 2027 "enolase 3 (beta, muscle) [Source:HGNC Symbol;Acc:HGNC:3354]" 58.22 "17"
"1273" "ENSG00000108518" "PFN1" 5216 "profilin 1 [Source:HGNC Symbol;Acc:HGNC:8881]" 57.98 "17"
"1274" "ENSG00000108523" "RNF167" 26001 "ring finger protein 167 [Source:HGNC Symbol;Acc:HGNC:24544]" 52.54 "17"
"1275" "ENSG00000108528" "SLC25A11" 8402 "solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 [Source:HGNC Symbol;Acc:HGNC:10981]" 58.68 "17"
"1276" "ENSG00000108551" "RASD1" 51655 "RAS, dexamethasone-induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]" 62.89 "17"
"1277" "ENSG00000108578" "BLMH" 642 "bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]" 40.18 "17"
"1278" "ENSG00000108582" "CPD" 1362 "carboxypeptidase D [Source:HGNC Symbol;Acc:HGNC:2301]" 38.53 "17"
"1279" "ENSG00000108588" "CCDC47" 57003 "coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]" 42.02 "17"
"1280" "ENSG00000108592" "FTSJ3" 117246 "FtsJ homolog 3 (E. coli) [Source:HGNC Symbol;Acc:HGNC:17136]" 50.46 "17"
"1281" "ENSG00000108604" "SMARCD2" 6603 "SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]" 55.99 "17"
"1282" "ENSG00000108639" "SYNGR2" 9144 "synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]" 62.13 "17"
"1283" "ENSG00000108654" "DDX5" 1655 "DEAD (Asp-Glu-Ala-Asp) box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]" 45.11 "17"
"1284" "ENSG00000108669" "CYTH1" 9267 "cytohesin 1 [Source:HGNC Symbol;Acc:HGNC:9501]" 45.26 "17"
"1285" "ENSG00000108671" "PSMD11" 5717 "proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 [Source:HGNC Symbol;Acc:HGNC:9556]" 43.11 "17"
"1286" "ENSG00000108679" "LGALS3BP" 3959 "lectin, galactoside-binding, soluble, 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]" 58.85 "17"
"1287" "ENSG00000108773" "KAT2A" 2648 "K(lysine) acetyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:4201]" 58.67 "17"
"1288" "ENSG00000108797" "CNTNAP1" 8506 "contactin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:8011]" 54.63 "17"
"1289" "ENSG00000108799" "EZH1" 2145 "enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3526]" 45.44 "17"
"1290" "ENSG00000108819" "PPP1R9B" 84687 "protein phosphatase 1, regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]" 59.45 "17"
"1291" "ENSG00000108821" "COL1A1" 1277 "collagen, type I, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2197]" 58.47 "17"
"1292" "ENSG00000108828" "VAT1" 10493 "vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]" 54.7 "17"
"1293" "ENSG00000108840" "HDAC5" 10014 "histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]" 55.66 "17"
"1294" "ENSG00000108846" "ABCC3" 8714 "ATP-binding cassette, sub-family C (CFTR/MRP), member 3 [Source:HGNC Symbol;Acc:HGNC:54]" 51.95 "17"
"1295" "ENSG00000108848" "LUC7L3" 51747 "LUC7-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24309]" 39.68 "17"
"1296" "ENSG00000108861" "DUSP3" 1845 "dual specificity phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:3069]" 50.91 "17"
"1297" "ENSG00000108883" "EFTUD2" 9343 "elongation factor Tu GTP binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30858]" 46.25 "17"
"1298" "ENSG00000108924" "HLF" 3131 "hepatic leukemia factor [Source:HGNC Symbol;Acc:HGNC:4977]" 43.3 "17"
"1299" "ENSG00000108946" "PRKAR1A" 5573 "protein kinase, cAMP-dependent, regulatory, type I, alpha [Source:HGNC Symbol;Acc:HGNC:9388]" 41.97 "17"
"1300" "ENSG00000108953" "YWHAE" 7531 "tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon [Source:HGNC Symbol;Acc:HGNC:12851]" 44.81 "17"
"1301" "ENSG00000109046" "WSB1" 26118 "WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]" 39.73 "17"
"1302" "ENSG00000109061" "MYH1" 4619 "myosin, heavy chain 1, skeletal muscle, adult [Source:HGNC Symbol;Acc:HGNC:7567]" 39.68 "17"
"1303" "ENSG00000109062" "SLC9A3R1" 9368 "solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]" 56.2 "17"
"1304" "ENSG00000109099" "PMP22" 5376 "peripheral myelin protein 22 [Source:HGNC Symbol;Acc:HGNC:9118]" 45.52 "17"
"1305" "ENSG00000109107" "ALDOC" 230 "aldolase C, fructose-bisphosphate [Source:HGNC Symbol;Acc:HGNC:418]" 56.05 "17"
"1306" "ENSG00000109111" "SUPT6H" 6830 "suppressor of Ty 6 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:11470]" 48.02 "17"
"1307" "ENSG00000109113" "RAB34" 83871 "RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]" 58.35 "17"
"1308" "ENSG00000109118" "PHF12" 57649 "PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816]" 46.18 "17"
"1309" "ENSG00000109171" "SLAIN2" 57606 "SLAIN motif family, member 2 [Source:HGNC Symbol;Acc:HGNC:29282]" 37.94 "4"
"1310" "ENSG00000109180" "OCIAD1" 54940 "OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]" 39.5 "4"
"1311" "ENSG00000109184" "DCUN1D4" 23142 "DCN1, defective in cullin neddylation 1, domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]" 40.07 "4"
"1312" "ENSG00000109320" "NFKB1" 4790 "nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 [Source:HGNC Symbol;Acc:HGNC:7794]" 37.86 "4"
"1313" "ENSG00000109332" "UBE2D3" 7323 "ubiquitin-conjugating enzyme E2D 3 [Source:HGNC Symbol;Acc:HGNC:12476]" 38.48 "4"
"1314" "ENSG00000109458" "GAB1" 2549 "GRB2-associated binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4066]" 38.61 "4"
"1315" "ENSG00000109472" "CPE" 1363 "carboxypeptidase E [Source:HGNC Symbol;Acc:HGNC:2303]" 38.23 "4"
"1316" "ENSG00000109475" "RPL34" 6164 "ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:10340]" 41.51 "4"
"1317" "ENSG00000109501" "WFS1" 7466 "Wolfram syndrome 1 (wolframin) [Source:HGNC Symbol;Acc:HGNC:12762]" 57.04 "4"
"1318" "ENSG00000109572" "CLCN3" 1182 "chloride channel, voltage-sensitive 3 [Source:HGNC Symbol;Acc:HGNC:2021]" 37.1 "4"
"1319" "ENSG00000109606" "DHX15" 1665 "DEAH (Asp-Glu-Ala-His) box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]" 37.26 "4"
"1320" "ENSG00000109610" "SOD3" 6649 "superoxide dismutase 3, extracellular [Source:HGNC Symbol;Acc:HGNC:11181]" 49.34 "4"
"1321" "ENSG00000109654" "TRIM2" 23321 "tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974]" 42.05 "4"
"1322" "ENSG00000109670" "FBXW7" 55294 "F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:16712]" 35.42 "4"
"1323" "ENSG00000109685" "WHSC1" 7468 "Wolf-Hirschhorn syndrome candidate 1 [Source:HGNC Symbol;Acc:HGNC:12766]" 47.14 "4"
"1324" "ENSG00000109686" "SH3D19" 152503 "SH3 domain containing 19 [Source:HGNC Symbol;Acc:HGNC:30418]" 40.79 "4"
"1325" "ENSG00000109736" "MFSD10" 10227 "major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894]" 67.55 "4"
"1326" "ENSG00000109756" "RAPGEF2" 9693 "Rap guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:HGNC:16854]" 36.57 "4"
"1327" "ENSG00000109787" "KLF3" 51274 "Kruppel-like factor 3 (basic) [Source:HGNC Symbol;Acc:HGNC:16516]" 41.91 "4"
"1328" "ENSG00000109846" "CRYAB" 1410 "crystallin, alpha B [Source:HGNC Symbol;Acc:HGNC:2389]" 46.13 "11"
"1329" "ENSG00000109861" "CTSC" 1075 "cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]" 38.6 "11"
"1330" "ENSG00000109906" "ZBTB16" 7704 "zinc finger and BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:12930]" 47.44 "11"
"1331" "ENSG00000109919" "MTCH2" 23788 "mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]" 43.47 "11"
"1332" "ENSG00000109920" "FNBP4" 23360 "formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]" 43.42 "11"
"1333" "ENSG00000109956" "B3GAT1" 27087 "beta-1,3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]" 55.65 "11"
"1334" "ENSG00000109971" "HSPA8" 3312 "heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:5241]" 49.25 "11"
"1335" "ENSG00000110046" "ATG2A" 23130 "autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028]" 60.35 "11"
"1336" "ENSG00000110047" "EHD1" 10938 "EH-domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]" 54.84 "11"
"1337" "ENSG00000110048" "OSBP" 5007 "oxysterol binding protein [Source:HGNC Symbol;Acc:HGNC:8503]" 42.8 "11"
"1338" "ENSG00000110066" "SUV420H1" 51111 "suppressor of variegation 4-20 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:24283]" 42.48 "11"
"1339" "ENSG00000110076" "NRXN2" 9379 "neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]" 54.53 "11"
"1340" "ENSG00000110090" "CPT1A" 1374 "carnitine palmitoyltransferase 1A (liver) [Source:HGNC Symbol;Acc:HGNC:2328]" 50.04 "11"
"1341" "ENSG00000110107" "PRPF19" 27339 "pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]" 46.52 "11"
"1342" "ENSG00000110108" "TMEM109" 79073 "transmembrane protein 109 [Source:HGNC Symbol;Acc:HGNC:28771]" 51.1 "11"
"1343" "ENSG00000110169" "HPX" 3263 "hemopexin [Source:HGNC Symbol;Acc:HGNC:5171]" 47.81 "11"
"1344" "ENSG00000110237" "ARHGEF17" 9828 "Rho guanine nucleotide exchange factor (GEF) 17 [Source:HGNC Symbol;Acc:HGNC:21726]" 55.27 "11"
"1345" "ENSG00000110245" "APOC3" 345 "apolipoprotein C-III [Source:HGNC Symbol;Acc:HGNC:610]" 56.46 "11"
"1346" "ENSG00000110315" "RNF141" 50862 "ring finger protein 141 [Source:HGNC Symbol;Acc:HGNC:21159]" 36.1 "11"
"1347" "ENSG00000110321" "EIF4G2" 1982 "eukaryotic translation initiation factor 4 gamma, 2 [Source:HGNC Symbol;Acc:HGNC:3297]" 41.78 "11"
"1348" "ENSG00000110330" "BIRC2" 329 "baculoviral IAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:590]" 38.86 "11"
"1349" "ENSG00000110367" "DDX6" 1656 "DEAD (Asp-Glu-Ala-Asp) box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747]" 41.56 "11"
"1350" "ENSG00000110395" "CBL" 867 "Cbl proto-oncogene, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:1541]" 41.52 "11"
"1351" "ENSG00000110400" "PVRL1" 5818 "poliovirus receptor-related 1 (herpesvirus entry mediator C) [Source:HGNC Symbol;Acc:HGNC:9706]" 54.84 "11"
"1352" "ENSG00000110422" "HIPK3" 10114 "homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]" 38.83 "11"
"1353" "ENSG00000110429" "FBXO3" 26273 "F-box protein 3 [Source:HGNC Symbol;Acc:HGNC:13582]" 37.03 "11"
"1354" "ENSG00000110436" "SLC1A2" 6506 "solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10940]" 42.2 "11"
"1355" "ENSG00000110514" "MADD" 8567 "MAP-kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]" 47.1 "11"
"1356" "ENSG00000110619" "CARS" 833 "cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]" 52.02 "11"
"1357" "ENSG00000110651" "CD81" 975 "CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701]" 63.44 "11"
"1358" "ENSG00000110696" "C11orf58" 10944 "chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]" 38.23 "11"
"1359" "ENSG00000110697" "PITPNM1" 9600 "phosphatidylinositol transfer protein, membrane-associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]" 62.46 "11"
"1360" "ENSG00000110700" "RPS13" 6207 "ribosomal protein S13 [Source:HGNC Symbol;Acc:HGNC:10386]" 46.54 "11"
"1361" "ENSG00000110711" "AIP" 9049 "aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]" 56.24 "11"
"1362" "ENSG00000110713" "NUP98" 4928 "nucleoporin 98kDa [Source:HGNC Symbol;Acc:HGNC:8068]" 41.69 "11"
"1363" "ENSG00000110717" "NDUFS8" 4728 "NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase) [Source:HGNC Symbol;Acc:HGNC:7715]" 57.63 "11"
"1364" "ENSG00000110719" "TCIRG1" 10312 "T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3 [Source:HGNC Symbol;Acc:HGNC:11647]" 63.66 "11"
"1365" "ENSG00000110721" "CHKA" 1119 "choline kinase alpha [Source:HGNC Symbol;Acc:HGNC:1937]" 44.1 "11"
"1366" "ENSG00000110799" "VWF" 7450 "von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]" 46.59 "12"
"1367" "ENSG00000110841" "PPFIBP1" 8496 "PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:HGNC Symbol;Acc:HGNC:9249]" 39.81 "12"
"1368" "ENSG00000110876" "SELPLG" 6404 "selectin P ligand [Source:HGNC Symbol;Acc:HGNC:10722]" 52.08 "12"
"1369" "ENSG00000110880" "CORO1C" 23603 "coronin, actin binding protein, 1C [Source:HGNC Symbol;Acc:HGNC:2254]" 41.35 "12"
"1370" "ENSG00000110888" "CAPRIN2" 65981 "caprin family member 2 [Source:HGNC Symbol;Acc:HGNC:21259]" 37.58 "12"
"1371" "ENSG00000110906" "KCTD10" 83892 "potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236]" 47.69 "12"
"1372" "ENSG00000110911" "SLC11A2" 4891 "solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:10908]" 43.54 "12"
"1373" "ENSG00000110917" "MLEC" 9761 "malectin [Source:HGNC Symbol;Acc:HGNC:28973]" 47.71 "12"
"1374" "ENSG00000110931" "CAMKK2" 10645 "calcium/calmodulin-dependent protein kinase kinase 2, beta [Source:HGNC Symbol;Acc:HGNC:1470]" 50.83 "12"
"1375" "ENSG00000110955" "ATP5B" 506 "ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:830]" 45.43 "12"
"1376" "ENSG00000110958" "PTGES3" 10728 "prostaglandin E synthase 3 (cytosolic) [Source:HGNC Symbol;Acc:HGNC:16049]" 44.13 "12"
"1377" "ENSG00000111011" "RSRC2" 65117 "arginine/serine-rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]" 39.85 "12"
"1378" "ENSG00000111057" "KRT18" 3875 "keratin 18, type I [Source:HGNC Symbol;Acc:HGNC:6430]" 56.19 "12"
"1379" "ENSG00000111077" "TNS2" 23371 "tensin 2 [Source:HGNC Symbol;Acc:HGNC:19737]" 60.28 "12"
"1380" "ENSG00000111142" "METAP2" 10988 "methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]" 39.23 "12"
"1381" "ENSG00000111144" "LTA4H" 4048 "leukotriene A4 hydrolase [Source:HGNC Symbol;Acc:HGNC:6710]" 39.1 "12"
"1382" "ENSG00000111145" "ELK3" 2004 "ELK3, ETS-domain protein (SRF accessory protein 2) [Source:HGNC Symbol;Acc:HGNC:3325]" 45.11 "12"
"1383" "ENSG00000111229" "ARPC3" 10094 "actin related protein 2/3 complex, subunit 3, 21kDa [Source:HGNC Symbol;Acc:HGNC:706]" 45.85 "12"
"1384" "ENSG00000111237" "VPS29" 51699 "vacuolar protein sorting 29 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:14340]" 40.72 "12"
"1385" "ENSG00000111245" "MYL2" 4633 "myosin, light chain 2, regulatory, cardiac, slow [Source:HGNC Symbol;Acc:HGNC:7583]" 47.14 "12"
"1386" "ENSG00000111269" "CREBL2" 1389 "cAMP responsive element binding protein-like 2 [Source:HGNC Symbol;Acc:HGNC:2350]" 40.66 "12"
"1387" "ENSG00000111275" "ALDH2" 217 "aldehyde dehydrogenase 2 family (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:404]" 48.8 "12"
"1388" "ENSG00000111276" "CDKN1B" 1027 "cyclin-dependent kinase inhibitor 1B (p27, Kip1) [Source:HGNC Symbol;Acc:HGNC:1785]" 45.43 "12"
"1389" "ENSG00000111319" "SCNN1A" 6337 "sodium channel, non voltage gated 1 alpha subunit [Source:HGNC Symbol;Acc:HGNC:10599]" 51.15 "12"
"1390" "ENSG00000111321" "LTBR" 4055 "lymphotoxin beta receptor (TNFR superfamily, member 3) [Source:HGNC Symbol;Acc:HGNC:6718]" 53.53 "12"
"1391" "ENSG00000111328" "CDK2AP1" 8099 "cyclin-dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]" 58.95 "12"
"1392" "ENSG00000111341" "MGP" 4256 "matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]" 37.99 "12"
"1393" "ENSG00000111348" "ARHGDIB" 397 "Rho GDP dissociation inhibitor (GDI) beta [Source:HGNC Symbol;Acc:HGNC:679]" 41.12 "12"
"1394" "ENSG00000111371" "SLC38A1" 81539 "solute carrier family 38, member 1 [Source:HGNC Symbol;Acc:HGNC:13447]" 39.96 "12"
"1395" "ENSG00000111481" "COPZ1" 22818 "coatomer protein complex, subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243]" 46.59 "12"
"1396" "ENSG00000111530" "CAND1" 55832 "cullin-associated and neddylation-dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]" 36.92 "12"
"1397" "ENSG00000111540" "RAB5B" 5869 "RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]" 46.01 "12"
"1398" "ENSG00000111596" "CNOT2" 4848 "CCR4-NOT transcription complex, subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]" 35.15 "12"
"1399" "ENSG00000111605" "CPSF6" 11052 "cleavage and polyadenylation specific factor 6, 68kDa [Source:HGNC Symbol;Acc:HGNC:13871]" 35.78 "12"
"1400" "ENSG00000111640" "GAPDH" 2597 "glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]" 60.61 "12"
"1401" "ENSG00000111642" "CHD4" 1108 "chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919]" 48.35 "12"
"1402" "ENSG00000111652" "COPS7A" 50813 "COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]" 50.55 "12"
"1403" "ENSG00000111667" "USP5" 8078 "ubiquitin specific peptidase 5 (isopeptidase T) [Source:HGNC Symbol;Acc:HGNC:12628]" 52.77 "12"
"1404" "ENSG00000111669" "TPI1" 7167 "triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009]" 59.16 "12"
"1405" "ENSG00000111670" "GNPTAB" 79158 "N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits [Source:HGNC Symbol;Acc:HGNC:29670]" 40.94 "12"
